auxiliary_rate,conjugate_rate,normalization_rate,tobe_verb_rate,preposition_rate,pronoun_rate
0.019376071,0.029404892,0.014799813,0.040251597,0.107337592,0.129615205
0.011965301,0.040981155,0.033203709,0.03798983,0.119653006,0.104995513
0.006754221,0.034146341,0.017636023,0.041275797,0.153095685,0.116322702
0.022459293,0.030881527,0.015721505,0.067377878,0.110050533,0.163952836
0.011146344,0.029979821,0.01623907,0.043336216,0.135966177,0.135005285
0.01179941,0.039085546,0.019174041,0.03539823,0.127581121,0.123893805
0.018666667,0.036,0.014909091,0.043272727,0.099878788,0.128484849
0.015132409,0.041929382,0.040037831,0.052648172,0.120113493,0.110970996
0.007343941,0.025703794,0.020807834,0.055079559,0.123623011,0.080783354
0.022539059,0.040809357,0.016050542,0.048237002,0.115341928,0.113805174
0.02166065,0.049556941,0.028224483,0.0433213,0.129307516,0.118477191
0.01217862,0.046008119,0.028416779,0.048714479,0.140730717,0.100135318
0.013324667,0.036724082,0.035749106,0.056223594,0.123496913,0.13162171
0.019794344,0.038389032,0.01285347,0.048757498,0.11756641,0.127420737
0.015417712,0.027608462,0.02223019,0.035855145,0.119039082,0.112943707
0.015967267,0.040367247,0.02200489,0.052891572,0.113816676,0.104835088
0.011469101,0.046781861,0.016826379,0.04693277,0.126990115,0.102316457
0.017337643,0.035263003,0.020570085,0.046723479,0.129297678,0.123420511
0.023318872,0.038503254,0.026030369,0.039316703,0.114425163,0.125542299
0.012490949,0.033580739,0.017650253,0.033671253,0.117215786,0.122465605
0.019345238,0.038690476,0.010416667,0.047619048,0.102678571,0.145833333
0.014585233,0.041020966,0.016147936,0.042062769,0.119416591,0.125276729
0.013823503,0.029056344,0.023209092,0.047047888,0.11097784,0.11640529
0.019093273,0.045905102,0.019580761,0.038592785,0.096197595,0.124959376
0.005271084,0.049698795,0.032379518,0.043674699,0.097891566,0.101656627
0.024577573,0.053763441,0.01843318,0.033794163,0.107526882,0.135176651
0.011155734,0.036144578,0.038821955,0.040160643,0.122266845,0.099509148
0.019886738,0.037797972,0.017384433,0.050309496,0.100355591,0.118530225
0.013704377,0.034540624,0.020137044,0.048664522,0.137882814,0.119144176
0.025810873,0.047281864,0.011649155,0.045454546,0.114892645,0.119460941
0.009689923,0.031007752,0.029069767,0.052325581,0.110465116,0.085271318
0.00886918,0.022172949,0.017738359,0.057649667,0.099778271,0.149667406
0.009003215,0.037942122,0.025723473,0.063665595,0.133118971,0.071382637
0.018019951,0.038185134,0.01598198,0.040330366,0.12914298,0.095677357
0.01492651,0.03984845,0.017173102,0.039429594,0.1228962,0.106865433
0.015780166,0.041354918,0.01564413,0.042171133,0.115222419,0.123248538
0.016446701,0.031675127,0.01928934,0.037563452,0.130761421,0.123451777
0.01867995,0.080323786,0.034246575,0.045454546,0.104607721,0.110834371
0.016100391,0.038948739,0.020401721,0.040290438,0.118621996,0.130697289
0.018696163,0.038175411,0.023394675,0.052270948,0.11481989,0.111589663
0.014107143,0.041071429,0.009107143,0.05625,0.108035714,0.145535714
0.023136247,0.029820051,0.025192802,0.053984576,0.089974293,0.149614396
0.014925373,0.043946932,0.017827529,0.038557214,0.101160862,0.116915423
0.02528779,0.033402529,0.021324778,0.043970561,0.126438951,0.119267786
0.012274201,0.03033812,0.031264474,0.037054192,0.130616026,0.098888374
0.020960108,0.045300879,0.021974307,0.04428668,0.128465179,0.124070318
0.01384083,0.034602076,0.038062284,0.027681661,0.096885813,0.107266436
0.024115252,0.041966802,0.022236142,0.046038209,0.125900407,0.137801441
0.015897338,0.048649684,0.018195748,0.051905765,0.114441678,0.147385558
0.008897486,0.05106383,0.027079304,0.048355899,0.103288201,0.133462282
0.018693963,0.032308044,0.023723045,0.049478042,0.111681187,0.126844632
0.013696522,0.042012927,0.010618652,0.036857495,0.150353955,0.12180671
0.018396846,0.038107753,0.022667543,0.041721419,0.114651774,0.113994744
0.010365252,0.033810464,0.010858835,0.035538006,0.131046397,0.12857848
0.011976048,0.031736527,0.009580838,0.040718563,0.097005988,0.104191617
0.017001546,0.047140649,0.042503864,0.04057187,0.108578053,0.098145286
0.009884679,0.0464946,0.017938861,0.045304778,0.130239795,0.108731466
0.008602151,0.051612903,0.010752688,0.027956989,0.141935484,0.111827957
0.010810811,0.047927928,0.028828829,0.023783784,0.117117117,0.121801802
0.017726397,0.042774567,0.028131021,0.039691715,0.111368015,0.107899807
0.013787282,0.037281936,0.017585819,0.038266742,0.129009567,0.094963422
0.016528926,0.055096419,0.002754821,0.03030303,0.112947658,0.123966942
0.02112069,0.037068965,0.028232759,0.039655172,0.125646552,0.140948276
0.016761217,0.025786488,0.03120165,0.056730273,0.110366168,0.147756576
0.020689655,0.057471264,0.015325671,0.060536399,0.091954023,0.107279694
0.021802495,0.034627492,0.015506587,0.041389763,0.124635654,0.117756791
0.018406394,0.03378542,0.028820538,0.052312909,0.107168806,0.139743279
0.014945401,0.029937072,0.018878401,0.045807885,0.124375347,0.123172312
0.00700175,0.032008002,0.028257064,0.046511628,0.098274569,0.112778195
0.017302147,0.033002243,0.021787889,0.052547261,0.113425184,0.15411727
0.024454149,0.038864629,0.063755459,0.027510917,0.089082969,0.13930131
0.016494714,0.039230671,0.018277926,0.039931219,0.09871354,0.113552414
0.015677118,0.045363576,0.011340894,0.038692462,0.121080721,0.117745163
0.019836401,0.030777096,0.011042945,0.060224949,0.093149284,0.155419223
0.013333333,0.046376812,0.013913044,0.056231884,0.137971015,0.098550725
0.006666667,0.033333333,0.0,0.0,0.08,0.086666667
0.007127584,0.040627227,0.032074127,0.034212402,0.131147541,0.123307199
0.007293666,0.028023033,0.015355086,0.057581574,0.147792706,0.112476008
0.009049774,0.036913551,0.014289116,0.031674208,0.11407478,0.115503691
0.009048257,0.03099866,0.017091153,0.044571046,0.108076408,0.117962467
0.011104784,0.038439636,0.019362187,0.038439636,0.130979499,0.088553531
0.01110432,0.0499185,0.008455583,0.043806031,0.107783211,0.139568052
0.018897638,0.039370079,0.022834646,0.029133858,0.099212598,0.12992126
0.013296011,0.089573128,0.016095171,0.041987404,0.062281316,0.2253324
0.011198738,0.039589905,0.015141956,0.045899054,0.127129338,0.122712934
0.017530679,0.040320561,0.018532432,0.037064864,0.123466066,0.135487102
0.017182817,0.034965035,0.018981019,0.030835831,0.125541126,0.132800533
0.021070234,0.047826087,0.015050167,0.042474916,0.120735786,0.120401338
0.014363354,0.033093944,0.020477485,0.032026398,0.111898292,0.148777174
0.022476341,0.063880126,0.028391167,0.029968454,0.124211357,0.094242902
0.014461703,0.029191216,0.028387788,0.051419389,0.145152651,0.100964114
0.016622143,0.044523598,0.016325319,0.038587118,0.131493025,0.116058178
0.014125285,0.040270223,0.016318652,0.035181611,0.120108791,0.136953852
0.013322318,0.043271713,0.010327378,0.039037488,0.10440979,0.121449964
0.02276867,0.034001214,0.023375835,0.049787492,0.114146934,0.136612022
0.014267186,0.04766537,0.023670558,0.034695201,0.121595331,0.109597925
0.018324607,0.057591623,0.023560209,0.031413613,0.151832461,0.073298429
0.016618126,0.033578893,0.012163783,0.049169094,0.115812918,0.112215179
0.019762846,0.04743083,0.04743083,0.051383399,0.150197628,0.09486166
0.011111111,0.033333333,0.041666667,0.055555556,0.147222222,0.097222222
0.016158537,0.039939024,0.0125,0.040243902,0.128506098,0.14070122
0.014705882,0.040441177,0.011029412,0.042279412,0.124080882,0.116727941
0.011026092,0.040492372,0.02247992,0.046005418,0.124376218,0.099852669
0.016697588,0.038961039,0.01457726,0.037900875,0.104426186,0.135435993
0.016197183,0.025211268,0.030985916,0.04084507,0.11971831,0.108873239
0.011385532,0.051147311,0.016114906,0.053249256,0.1245402,0.094412331
0.015008829,0.047969394,0.014273102,0.049882284,0.135520895,0.109770453
0.017638749,0.037376388,0.022240161,0.040887992,0.121493441,0.13876892
0.020903781,0.043652013,0.018751921,0.03811866,0.127267138,0.126652321
0.016101208,0.037952847,0.01840138,0.053047729,0.125934445,0.114721104
0.013149556,0.038973384,0.020754119,0.046577947,0.122306717,0.112959442
0.021311864,0.040966138,0.021785461,0.048070092,0.095666588,0.130002368
0.011976048,0.025449102,0.045908184,0.0249501,0.115768463,0.108782435
0.019062915,0.035751693,0.027791355,0.04091893,0.117449899,0.131764542
0.014341737,0.03417367,0.024313725,0.044257703,0.095798319,0.132885154
0.01173763,0.033141542,0.031990794,0.050632911,0.129344074,0.124741082
0.010694514,0.040261701,0.028057373,0.050578762,0.123678913,0.119526925
0.010793907,0.035609805,0.013719358,0.04307475,0.102895188,0.093917079
0.015506434,0.057406796,0.07852194,0.048168921,0.106235566,0.065324975
0.016285853,0.035002431,0.021876519,0.054448226,0.098444336,0.107438017
0.013803681,0.035889571,0.018404908,0.047852761,0.099079755,0.113803681
0.008356546,0.036211699,0.030640669,0.019498607,0.13091922,0.111420613
0.014983352,0.039162835,0.023545267,0.038132234,0.126288251,0.106310449
0.016321559,0.058465286,0.020219245,0.028501827,0.114007308,0.138367844
0.027600849,0.033970276,0.016985138,0.040339703,0.13163482,0.129511677
0.01709062,0.038155803,0.026629571,0.032193959,0.125198728,0.114467409
0.018569735,0.043856183,0.02647175,0.037534571,0.101935994,0.123666535
0.025423729,0.059322034,0.016949153,0.042372881,0.025423729,0.169491525
0.01369863,0.037371991,0.015294587,0.040430908,0.130868467,0.136720309
0.009756526,0.041135625,0.01749143,0.038674519,0.144326272,0.129647535
0.018678991,0.044097824,0.01559792,0.035047179,0.129404968,0.134026574
0.021337127,0.042674253,0.022759602,0.06116643,0.13371266,0.062588905
0.01667218,0.029176315,0.019781674,0.048561032,0.133906715,0.12616606
0.017449664,0.038926175,0.009395973,0.055033557,0.124832215,0.139597315
0.023968043,0.035508211,0.032845095,0.042609853,0.102973813,0.136706613
0.010244547,0.037012558,0.023793787,0.042300066,0.128552545,0.099801718
0.003257329,0.042345277,0.016286645,0.045602606,0.120521173,0.087947883
0.018827073,0.032853243,0.019862562,0.04490257,0.102231008,0.118610562
0.011644833,0.032135259,0.023177696,0.046243422,0.129436793,0.136042996
0.020517241,0.036896552,0.023793103,0.059137931,0.130862069,0.120689655
0.011086474,0.031042129,0.028824834,0.050997783,0.115299335,0.150776053
0.01471143,0.036589966,0.028668427,0.049038099,0.118823086,0.110147114
0.010997643,0.028279654,0.018067557,0.057344855,0.074626866,0.107619796
0.024462537,0.039620305,0.027614152,0.04085844,0.115596743,0.12745282
0.003710575,0.059369202,0.020408163,0.072356215,0.155844156,0.109461967
0.015254237,0.041242938,0.024293785,0.049152542,0.139548023,0.162711864
0.016649324,0.015608741,0.03433923,0.043704475,0.10301769,0.17169615
0.02240424,0.050349313,0.014454348,0.042640328,0.126475548,0.149120694
0.016296296,0.059259259,0.028148148,0.072592593,0.12,0.102222222
0.013287339,0.037178996,0.024147183,0.037434522,0.100038329,0.140794685
0.013567743,0.040512135,0.008790369,0.04108542,0.11293713,0.15020065
0.016007841,0.049166939,0.024447348,0.035718175,0.094903626,0.1219645
0.01846033,0.050667714,0.049293009,0.04418696,0.132168107,0.110958366
0.013194063,0.037245739,0.019516218,0.038207807,0.108026388,0.107201759
0.012207528,0.038657172,0.024415056,0.092573754,0.118006104,0.09664293
0.014138818,0.032904884,0.026735219,0.034190231,0.120051414,0.121079692
0.016244805,0.037778617,0.032111825,0.045712127,0.110691349,0.100868908
0.017910448,0.03814262,0.04344942,0.035489221,0.098839138,0.12039801
0.016390282,0.028731199,0.019861165,0.035865793,0.105283456,0.120323949
0.014667817,0.037963762,0.044003451,0.041415013,0.091458154,0.095772217
0.015540207,0.040947213,0.008386778,0.05377405,0.105574741,0.130735077
0.011280039,0.02795488,0.054928887,0.037273173,0.115743011,0.099558607
0.024838263,0.037430684,0.020563771,0.051062847,0.113678373,0.128350277
0.009126467,0.050123135,0.009995654,0.042735043,0.134724033,0.115891641
0.020150376,0.047819549,0.035488722,0.042706767,0.12481203,0.101654135
0.01290529,0.032423208,0.013011945,0.040848976,0.140891638,0.11412116
0.018231293,0.033741497,0.022040816,0.04244898,0.128707483,0.094965986
0.023741302,0.044207941,0.038067949,0.047891936,0.126483831,0.094555874
0.020760348,0.044115739,0.012456209,0.049824835,0.119371999,0.102244713
0.017085427,0.047236181,0.03718593,0.031155779,0.098492462,0.142713568
0.014904187,0.039034776,0.01987225,0.041873669,0.131298793,0.100070972
0.019159697,0.032192181,0.027718343,0.044543863,0.129546781,0.109511768
0.009421702,0.042235218,0.01445744,0.042722547,0.109811566,0.105425601
0.022047244,0.034788833,0.013600573,0.046671439,0.105798139,0.124695777
0.018196361,0.037992402,0.023195361,0.030193961,0.109178164,0.122975405
0.012752647,0.033205005,0.023099134,0.034889317,0.125842156,0.112367661
0.005988024,0.035928144,0.035928144,0.032934132,0.122754491,0.128742515
0.014542344,0.03421728,0.011120616,0.043627032,0.125748503,0.139435415
0.011929825,0.028421053,0.032631579,0.038947368,0.105964912,0.117894737
0.01609421,0.03670265,0.027281649,0.053189401,0.121687929,0.122865554
0.013549709,0.039231133,0.013549709,0.048526863,0.119899165,0.122104932
0.014307458,0.049315068,0.026179604,0.040791476,0.111719939,0.107458143
0.019536243,0.058791309,0.014058791,0.0299434,0.110461932,0.111922585
0.012587413,0.05034965,0.029370629,0.036829837,0.114685315,0.095571096
0.022025793,0.032459064,0.0221707,0.045645559,0.081002753,0.114331256
0.013686912,0.060307955,0.017964072,0.033789564,0.105645851,0.107784431
0.01527658,0.028540922,0.019999179,0.04603507,0.120528931,0.114122623
0.011823273,0.033136279,0.025668948,0.036558805,0.115588052,0.112009956
0.015398389,0.03652641,0.015756491,0.035094002,0.122649955,0.12354521
0.008193248,0.047605594,0.048170646,0.034891934,0.117813251,0.089984461
0.017631061,0.041733096,0.014817594,0.047266248,0.118446966,0.103348026
0.01979953,0.042074001,0.014849647,0.032669224,0.10444252,0.139339191
0.012881356,0.028248588,0.023050848,0.035254237,0.113446328,0.10779661
0.016624685,0.034005038,0.015617129,0.037531486,0.120151133,0.137783375
0.011642309,0.033688383,0.012137726,0.040624226,0.1196433,0.119395591
0.013011152,0.148698885,0.022304833,0.027881041,0.06133829,0.241635688
0.020383693,0.039568345,0.021582734,0.03117506,0.113908873,0.12470024
0.012865873,0.048139809,0.021228691,0.04835424,0.124262893,0.100246596
0.014867486,0.041693601,0.015756303,0.049935359,0.123222366,0.093487395
0.018798617,0.036084702,0.01318064,0.04548401,0.109874676,0.146823682
0.009950249,0.0290652,0.011259492,0.039190015,0.131273457,0.135550319
0.018788164,0.055425082,0.04368248,0.046500705,0.092531705,0.119304838
0.015753939,0.036009002,0.016129032,0.034133533,0.126031508,0.123780945
0.017056503,0.035113062,0.017334296,0.04050225,0.109783877,0.124062448
0.014641288,0.05124451,0.023426061,0.027818448,0.133235725,0.127379209
0.01587588,0.040952553,0.009381202,0.050153347,0.101749955,0.128450298
0.02560938,0.049367479,0.015118791,0.047516199,0.111693922,0.119716137
0.010145352,0.033362599,0.020388255,0.039508341,0.108574773,0.106428641
0.027469316,0.04792519,0.019286967,0.047340736,0.116306254,0.09585038
0.017980636,0.032272937,0.020285846,0.041032734,0.115952052,0.124250807
0.015706806,0.027486911,0.019633508,0.034031414,0.134816754,0.168848168
0.011707711,0.027694792,0.013564796,0.037464675,0.131368591,0.117480824
0.00608828,0.059360731,0.023592085,0.073059361,0.105022831,0.123287671
0.019949335,0.035993245,0.018999367,0.036521005,0.114418408,0.139645345
0.009905994,0.038512079,0.01930658,0.036995856,0.123218437,0.144142323
0.011497557,0.032768037,0.007760851,0.0531762,0.08766887,0.137683242
0.009345794,0.041121495,0.011214953,0.031775701,0.123364486,0.138317757
0.018742443,0.041112455,0.032648126,0.036275695,0.11789601,0.1191052
0.01482067,0.029542535,0.017982413,0.035668412,0.108586108,0.1305207
0.015435962,0.048393826,0.013767209,0.043804756,0.129328327,0.117647059
0.017204301,0.041935484,0.022580645,0.049462366,0.141935484,0.131182796
0.014168937,0.044686648,0.01253406,0.036512262,0.13133515,0.110081744
0.018918493,0.03799464,0.009538073,0.040753587,0.084660255,0.163172001
0.014052584,0.036831369,0.008159565,0.034111514,0.129419764,0.130326383
0.018504241,0.061295297,0.024672321,0.047031611,0.093677718,0.120277564
0.013749278,0.030155979,0.01502022,0.052917389,0.105603697,0.145580589
0.012382579,0.047822374,0.026046114,0.058070026,0.095217763,0.131938514
0.014084507,0.033218177,0.024980069,0.035609886,0.121711401,0.11480202
0.015810277,0.031620553,0.049407115,0.037549407,0.154150198,0.086956522
0.022458782,0.043749189,0.015059068,0.048033234,0.116058678,0.126184603
0.010856454,0.035585042,0.024125452,0.048250905,0.131483715,0.121531966
0.014040756,0.040258449,0.018016899,0.04249503,0.119657058,0.146371769
0.020047303,0.039080978,0.015542291,0.037504223,0.149453767,0.100912265
0.015631344,0.028217621,0.012586277,0.035627284,0.093686561,0.140682095
0.004750594,0.033254157,0.023752969,0.057007126,0.116389549,0.097387173
0.010904585,0.054522924,0.02180917,0.053035936,0.143990087,0.121685254
0.012412081,0.039304924,0.014067025,0.038270583,0.10964005,0.116466694
0.014840354,0.027881877,0.020536651,0.043771548,0.107330235,0.12516864
