auxiliary_rate,conjugate_rate,normalization_rate,tobe_verb_rate,preposition_rate,pronoun_rate,document_entropy,easiness,fraction_stopword_coverage,fraction_stopword_presence,subject_domain,freshness,title_word_count,word_count,most_covered_topic,topic_coverage,duration,lecture_type,has_parts,speaker_speed,silent_period_rate,median_engagement
0.012272535,0.046974185,0.017350825,0.050782903,0.104951333,0.148963182,7.534232866,77.88206699,0.366972477,0.611510791,,14800,7,2363,http://en.wikipedia.org/wiki/Ontology,0.332046996,980,vbp,False,2.41122449,0.0,0.066305741
0.017988166,0.041420118,0.018698225,0.057278107,0.125207101,0.113136095,7.620646281,82.97895422,0.483180428,0.642130178,misc,14410,7,4207,http://en.wikipedia.org/wiki/Financial_market,0.394596443,2320,vit,False,1.813362069,0.264485399,0.037302416
0.012875537,0.035895435,0.018728053,0.047990636,0.138509559,0.091689427,7.71797419,76.35433156,0.415902141,0.602809208,,14880,9,2523,http://en.wikipedia.org/wiki/Interface_(computing),0.364880562,930,vl,False,2.712903226,0.0,0.08202358
0.018979654,0.02960826,0.023990282,0.045399332,0.122077133,0.122532645,7.831793866,83.17834292,0.584097859,0.612511388,,12090,13,6376,http://en.wikipedia.org/wiki/Linear_equation,0.321187639,3020,vl,False,2.111258278,0.22676052,0.057714588
0.0,0.093023256,0.023255814,0.069767442,0.023255814,0.279069767,4.600456034,105.3431564,0.058103975,0.767441861,,13780,4,41,http://en.wikipedia.org/wiki/Infantry,0.170224478,110,vl,,0.372727273,0.791511877,0.966061212
0.014940386,0.045949659,0.016167018,0.044355037,0.1129974,0.117266081,8.564868134,84.83657601,0.767584098,0.61262941,stem,14680,10,39776,http://en.wikipedia.org/wiki/Universe,0.363275832,4010,vl,True,9.919201995,0.164463593,0.014113599
0.028688525,0.045081967,0.036885246,0.036885246,0.110655738,0.139344262,6.799487308,70.29884615,0.174311927,0.569672131,misc,12970,11,234,http://en.wikipedia.org/wiki/Representative_democracy,0.228596742,100,vl,False,2.34,0.0,0.313779389
0.02293819,0.03344423,0.013132551,0.039922956,0.117142357,0.129924707,8.113974577,93.12526658,0.593272171,0.639467694,stem|misc,14200,5,5532,http://en.wikipedia.org/wiki/Scientific_method,0.318373384,3070,vl,False,1.801954397,0.397843865,0.028251825
0.016356877,0.037769517,0.022156134,0.039851301,0.108847584,0.14394052,7.770940618,87.28879486,0.52293578,0.628996283,stem,15600,6,6533,http://en.wikipedia.org/wiki/Time,0.274326229,3280,vl,False,1.991768293,0.0,0.027295725
0.018540318,0.027663331,0.035609182,0.040612125,0.126839317,0.10476751,7.859184797,76.77612061,0.458715596,0.588581519,,15870,10,3362,http://en.wikipedia.org/wiki/Function_(mathematics),0.444476428,1240,vl,,2.711290323,0.0,0.051501892
0.014001077,0.040926225,0.016155089,0.060312332,0.127086699,0.141626279,7.699913499,95.10755208,0.452599388,0.66720517,misc,15290,10,1815,http://en.wikipedia.org/wiki/Science,0.306404706,2990,vl,False,0.607023411,0.0,0.011350682
0.015343969,0.023066761,0.016156895,0.025708769,0.128137384,0.130982624,8.04830777,87.34577737,0.611620795,0.594350168,stem,15900,3,9574,http://en.wikipedia.org/wiki/Mathematical_model,0.232648988,3200,vit,False,2.991875,0.039211719,0.055927997
0.011607911,0.038907997,0.026440241,0.032244196,0.113929493,0.102966466,7.985239091,75.20011096,0.532110092,0.588993981,stem,14740,13,4537,http://en.wikipedia.org/wiki/Machine_learning,0.257533894,1660,vl,False,2.73313253,0.151622546,0.062181159
0.017099175,0.036008851,0.013277007,0.043552605,0.103299135,0.152685576,7.682845894,100.1786914,0.611620795,0.672098169,,12690,16,9680,http://en.wikipedia.org/wiki/Pendulum,0.181327584,4840,vl,,2.0,0.407765947,0.017343914
0.02407932,0.039660057,0.026912181,0.04674221,0.140226629,0.121813031,7.245117379,73.89609587,0.293577982,0.623229462,stem|misc,15320,9,698,http://en.wikipedia.org/wiki/Brain,0.40199009,220,vdm,False,3.172727273,0.0,0.479947135
0.012557832,0.03172505,0.023793787,0.037012558,0.105089227,0.127561137,7.90037973,84.91800527,0.409785933,0.573033708,,14940,2,1481,http://en.wikipedia.org/wiki/Time,0.371741616,640,vl,,2.3140625,0.0,0.117137795
0.02140411,0.033533105,0.010987443,0.046518265,0.087471461,0.121860731,8.033697759,93.95696407,0.602446483,0.62428653,,15450,15,6761,http://en.wikipedia.org/wiki/Variable-length_code,0.349356961,3420,vl,False,1.976900585,0.0,0.329164787
0.016838488,0.043298969,0.026460481,0.039862543,0.105498282,0.142268041,7.665190829,85.29020122,0.452599388,0.621649485,,15220,17,2885,http://en.wikipedia.org/wiki/Decomposition,0.218111673,1380,vl,,2.09057971,0.0,0.077623105
0.016875811,0.039809606,0.024087697,0.048463868,0.123467474,0.127217655,8.111657987,85.99883844,0.590214067,0.651521708,stem,14490,9,6847,http://en.wikipedia.org/wiki/Time,0.208759319,2720,vit,True,2.517279412,0.317384286,0.01515195
0.014322439,0.05839148,0.017260375,0.039294895,0.133676093,0.113845024,7.716274881,82.78197368,0.443425076,0.604847595,,15800,9,2679,http://en.wikipedia.org/wiki/Open_data,0.507797447,1010,vl,False,2.652475248,0.0,0.122898423
0.017013656,0.043205731,0.033691516,0.04432505,0.112155809,0.090664876,8.206756462,77.8481766,0.571865443,0.560443251,,16020,11,8883,http://en.wikipedia.org/wiki/Time,0.267511899,4130,vvc,False,2.150847458,0.079877639,0.047545131
0.01187276,0.029121864,0.032706093,0.057123656,0.120519713,0.114471326,7.903582299,77.26925795,0.498470948,0.609094982,stem,14590,9,4413,http://en.wikipedia.org/wiki/Cluster_analysis,0.418132402,2000,vl,,2.2065,0.245561286,0.104603448
0.013838149,0.030886749,0.01129193,0.037418355,0.117458209,0.135171039,8.25775795,91.25966014,0.648318043,0.61640651,misc,13890,5,8759,http://en.wikipedia.org/wiki/Time,0.217179438,3550,vl,,2.467323944,0.29963802,0.054487682
0.017517842,0.030401335,0.013624988,0.051626657,0.120400408,0.146538141,7.961145951,94.56843144,0.629969419,0.662063213,stem,14040,4,10570,http://en.wikipedia.org/wiki/Semantics,0.25754714,4940,vit,,2.139676113,0.333889088,0.031691196
0.020141535,0.027218291,0.055525313,0.041371802,0.126837235,0.107240065,7.576311793,83.77728863,0.379204893,0.584648884,stem,15870,7,1824,http://en.wikipedia.org/wiki/Function_(mathematics),0.324419533,1200,vl,,1.52,0.0,0.094483901
0.021470448,0.030106164,0.007843448,0.033275234,0.096260498,0.144034226,8.446083611,96.25071827,0.675840979,0.636190778,,13620,4,12142,http://en.wikipedia.org/wiki/Diving_(sport),0.154397606,6840,vl,False,1.775146199,0.0,0.005442887
0.01356507,0.044934294,0.016391126,0.05426028,0.099618482,0.138476756,8.242647226,89.03005408,0.611620795,0.64222128,,15320,8,6882,http://en.wikipedia.org/wiki/Scientific_method,0.229926104,3110,vkn,False,2.212861736,0.0,0.050900257
0.011658718,0.059353471,0.036565978,0.040805511,0.101218866,0.098039216,7.76268658,78.93355811,0.397553517,0.564917859,,14070,7,1855,http://en.wikipedia.org/wiki/Binary_image,0.416909027,1190,vl,False,1.558823529,0.382352423,0.077322934
0.015634184,0.039849536,0.02785941,0.038203832,0.104854825,0.119078406,8.408344273,84.19821326,0.633027523,0.600916892,stem,14400,7,8328,http://en.wikipedia.org/wiki/Machine_learning,0.256286882,3510,vl,False,2.372649573,0.206382719,0.029241674
0.020626896,0.041658241,0.021233569,0.035995955,0.134074823,0.117290192,7.945315516,85.25698698,0.562691131,0.626086957,stem,15130,7,4854,http://en.wikipedia.org/wiki/Semantic_Web,0.317056692,1840,vl,False,2.638043478,0.175476459,0.045572361
0.024193548,0.030017921,0.030913979,0.03718638,0.098566308,0.114247312,7.771345554,79.78669561,0.418960245,0.572580645,,16310,8,2206,http://en.wikipedia.org/wiki/Time,0.334350201,930,vl,False,2.372043011,0.0,0.136787237
0.007002801,0.039215686,0.026143791,0.042016807,0.14659197,0.104575163,7.725681717,82.7807061,0.4617737,0.60410831,stem,13740,4,2113,http://en.wikipedia.org/wiki/Time,0.395174317,1140,vl,False,1.853508772,0.270990776,0.119544063
0.015342653,0.033412888,0.021820661,0.041254688,0.112512786,0.111489942,7.889278001,80.19325705,0.495412844,0.592226389,stem,16240,6,2879,http://en.wikipedia.org/wiki/Algorithm,0.350852579,1170,vl,,2.460683761,0.0,0.127501342
0.014926632,0.040479002,0.025636701,0.033057851,0.124135605,0.115702479,8.757602429,81.49974091,0.733944954,0.575560803,,13060,5,11547,http://en.wikipedia.org/wiki/Corporate_governance,0.291964132,5130,vl,False,2.250877193,0.049189732,0.068953409
0.01461039,0.045183983,0.012851732,0.037472944,0.106195887,0.128652597,8.517062877,83.45571686,0.651376147,0.590367965,stem,12690,13,7162,http://en.wikipedia.org/wiki/Technology,0.352051313,2590,viv,False,2.765250965,0.0,0.022610547
0.014981033,0.038577766,0.016652736,0.034527101,0.112968559,0.113611522,9.037304073,85.64957038,0.74617737,0.574165756,,12570,9,15154,http://en.wikipedia.org/wiki/Technology,0.353601125,6500,vl,False,2.331384615,0.0,0.008427467
0.016324512,0.047242147,0.019045263,0.042295325,0.109324759,0.113282216,8.006347915,86.23364704,0.510703364,0.604254267,,15970,5,3931,http://en.wikipedia.org/wiki/Probability,0.262755133,1850,vl,False,2.124864865,0.087728191,0.095723614
0.013136289,0.027640941,0.020251779,0.043240285,0.102900931,0.133552272,7.859456164,84.79105285,0.50764526,0.638752053,stem,14590,11,3573,http://en.wikipedia.org/wiki/Technology,0.280822933,1520,vl,False,2.350657895,0.244981302,0.020734077
0.042944785,0.042944785,0.012269939,0.018404908,0.190184049,0.116564417,6.222464965,65.29135338,0.113149847,0.533742331,misc,15410,5,161,http://en.wikipedia.org/wiki/University,0.282035782,110,vbp,False,1.463636364,0.0,0.420046729
0.015507311,0.040762074,0.023925565,0.04785113,0.103677448,0.112981834,7.675070243,83.75786982,0.434250765,0.613203367,,14140,6,2207,http://en.wikipedia.org/wiki/Cluster_analysis,0.308607978,1080,vl,False,2.043518519,0.192646518,0.101158636
0.021043528,0.037474777,0.034592102,0.041510522,0.122225425,0.120207553,7.608341357,84.46847481,0.415902141,0.608532718,,15660,6,3428,http://en.wikipedia.org/wiki/Data_(computing),0.266100071,1460,vl,,2.347945205,0.0,0.046207934
0.012326656,0.048151002,0.030046225,0.042372881,0.100924499,0.118644068,7.640000099,81.75989268,0.44648318,0.614021572,stem,15240,9,2552,http://en.wikipedia.org/wiki/Similarity_learning,0.38211095,1210,vl,False,2.109090909,0.264973711,0.048246269
0.010646388,0.036882129,0.013307985,0.042015209,0.149619772,0.110456274,8.3976786,88.43764702,0.617737003,0.591444867,misc,13630,5,5172,http://en.wikipedia.org/wiki/Poetry,0.415782967,3080,vl,False,1.679220779,0.265681235,0.022347871
0.017784365,0.044831419,0.031493146,0.042237866,0.140792886,0.103742127,7.937841628,70.5180628,0.44648318,0.574657281,,14050,10,2656,http://en.wikipedia.org/wiki/Open_innovation,0.433419941,1230,vl,False,2.159349593,0.288489395,0.024402033
0.023130608,0.047856431,0.023030907,0.041176471,0.106779661,0.110667996,8.132223659,83.32354282,0.633027523,0.614955135,,13630,12,9777,http://en.wikipedia.org/wiki/President_of_the_United_States,0.333927718,4420,vl,,2.21199095,0.049458792,0.034683634
0.005552471,0.03053859,0.027207107,0.042198779,0.126596335,0.071626874,7.797885809,77.77576185,0.366972477,0.553581344,stem|misc,14780,6,1780,http://en.wikipedia.org/wiki/Time,0.433271022,1000,vl,,1.78,0.340021593,0.060583
0.012351327,0.037511436,0.017535834,0.042543458,0.098353157,0.150808173,8.321854539,90.75067741,0.611620795,0.609942056,,13920,5,6350,http://en.wikipedia.org/wiki/Education,0.224427171,2700,vl,,2.351851852,0.0,0.063296582
0.02425876,0.033962264,0.029649596,0.049056604,0.115902965,0.109973046,7.75856176,74.29630175,0.370030581,0.566037736,stem,15410,9,1822,http://en.wikipedia.org/wiki/Ontology_(information_science),0.39633148,820,vl,,2.22195122,0.0,0.047018902
0.0,0.12,0.0,0.04,0.06,0.08,3.89617463,113.3524167,0.042813456,0.82,misc,15130,4,50,http://en.wikipedia.org/wiki/Chairman,0.148792684,500,vl,,0.1,1.080705822,0.277951613
0.017448624,0.027142303,0.025591315,0.048468399,0.108569213,0.132609539,7.506864518,81.18494762,0.455657492,0.652578519,,14410,7,2547,http://en.wikipedia.org/wiki/Time,0.355398045,1020,vl,False,2.497058824,0.128108658,0.064261297
0.023764706,0.047411765,0.021176471,0.045764706,0.113529412,0.164941177,7.864562587,91.61389702,0.608562691,0.662941177,stem,14310,4,8353,http://en.wikipedia.org/wiki/Ontology,0.260691967,5010,vl,,1.667265469,0.46303668,0.008324011
0.018769304,0.040864814,0.02209551,0.04537895,0.115229271,0.130197197,7.739818414,87.07241562,0.483180428,0.650035638,stem,16220,11,4131,http://en.wikipedia.org/wiki/Wavelet_Tree,0.2673619,1570,vl,False,2.631210191,0.0,0.057756252
0.015632184,0.04,0.021609195,0.042758621,0.109885058,0.137471264,8.008819228,83.13654088,0.44648318,0.584367816,stem,15170,4,2120,http://en.wikipedia.org/wiki/Social_media,0.30444662,720,vpa,False,2.944444444,0.0,0.11262726
0.014293722,0.044422646,0.022561659,0.045823991,0.135790359,0.134669283,8.128774019,83.23619098,0.626911315,0.63985426,,14800,3,7136,http://en.wikipedia.org/wiki/Technological_singularity,0.501554621,3020,vit,False,2.362913907,0.0,0.043652493
0.020335536,0.044483986,0.020589731,0.04168785,0.124300966,0.102948653,7.928978034,78.12029697,0.474006116,0.580325369,,14180,6,3885,http://en.wikipedia.org/wiki/Concept,0.316554294,1900,vl,False,2.044736842,0.239070794,0.04616242
0.017971246,0.039736422,0.014976038,0.035543131,0.12879393,0.124201278,8.034499984,91.52100334,0.541284404,0.635583067,misc,14160,7,4865,http://en.wikipedia.org/wiki/Music,0.277348991,3180,vl,False,1.529874214,0.525136242,0.103880763
0.014995314,0.047797563,0.010309278,0.048422368,0.121368322,0.137457045,7.977102078,94.02083897,0.577981651,0.653701968,,13850,4,6188,http://en.wikipedia.org/wiki/Science,0.282415991,3650,vl,,1.695342466,0.425723376,0.01602382
0.028460814,0.044574657,0.024589306,0.044260751,0.101182379,0.142513341,7.96229983,89.24673756,0.623853211,0.661400021,stem|misc,15610,9,9408,http://en.wikipedia.org/wiki/Brain,0.153304521,4350,vl,False,2.162758621,0.0,0.042661203
0.013454146,0.037067545,0.023887974,0.043657331,0.106260297,0.144700714,7.80120811,83.41855351,0.489296636,0.629324547,,14220,8,3547,http://en.wikipedia.org/wiki/Kernel_(operating_system),0.333086165,1470,vl,False,2.41292517,0.271444966,0.061825018
0.015002885,0.050778996,0.025389498,0.050201962,0.140219273,0.139642239,7.613400277,84.42547273,0.388379205,0.628390075,misc,13950,9,1716,http://en.wikipedia.org/wiki/Oxygen,0.366372961,1110,vl,False,1.545945946,0.0,0.069717947
0.013915244,0.049019608,0.016445288,0.042694497,0.10341556,0.127767236,7.645243557,85.43547484,0.47706422,0.627767236,,15160,5,3140,http://en.wikipedia.org/wiki/Time,0.311536941,1380,vl,False,2.275362319,0.200826859,0.070201087
0.01436323,0.043728056,0.035110118,0.046919885,0.114905841,0.126396425,7.97082585,77.06464228,0.409785933,0.559527609,misc,14390,4,3072,http://en.wikipedia.org/wiki/Metadata,0.234749285,1610,vl,False,1.908074534,0.0,0.02616677
0.035100287,0.032951289,0.01217765,0.042979943,0.103151863,0.11747851,7.524035378,91.29918765,0.388379205,0.625358166,stem,15490,5,1374,http://en.wikipedia.org/wiki/Social_media,0.283396498,550,vl,False,2.498181818,0.0,0.208846435
0.022866476,0.05798285,0.018783177,0.043691303,0.104940792,0.145773785,7.632427285,78.89317336,0.437308869,0.633319722,stem,14420,12,2431,http://en.wikipedia.org/wiki/Oracle,0.345425656,1160,vl,False,2.095689655,0.237726672,0.028804329
0.019556025,0.056289641,0.011892178,0.050211417,0.127378436,0.144027484,7.792485684,92.60628356,0.52293578,0.643498943,,13760,11,3753,http://en.wikipedia.org/wiki/Graph_(discrete_mathematics),0.416346911,2930,vit,False,1.280887372,0.362839892,0.087458465
0.011527378,0.039385207,0.015369837,0.045148895,0.155619597,0.135446686,7.306327255,92.57448537,0.342507645,0.645533141,stem,15640,4,1015,http://en.wikipedia.org/wiki/Scientific_method,0.262263157,460,vl,False,2.206521739,0.0,0.172980645
0.016339869,0.043572985,0.020697168,0.074074074,0.086056645,0.191721133,6.958874593,102.0967719,0.324159021,0.693899782,,14230,3,893,http://en.wikipedia.org/wiki/Time,0.228483811,940,vl,False,0.95,0.641246639,0.191081556
0.018668326,0.045737399,0.019912881,0.037025513,0.117299316,0.112943373,7.873863066,86.7015914,0.480122324,0.596453018,stem,15020,8,3185,http://en.wikipedia.org/wiki/Algorithm,0.282613041,1450,vl,False,2.196551724,0.242384609,0.054574966
0.014046623,0.047220562,0.019127316,0.047818291,0.127615063,0.099222953,8.233718472,86.46524295,0.568807339,0.613269576,stem,14180,10,3302,http://en.wikipedia.org/wiki/Time,0.414808488,1580,vl,False,2.089873418,0.30188211,0.073996033
0.010904154,0.030421316,0.013280156,0.035130892,0.1282617,0.099707243,9.210503931,86.73169251,0.779816514,0.535449107,,12090,13,23146,http://en.wikipedia.org/wiki/World_War_I,0.228749911,9850,vl,False,2.349847716,0.030020988,0.052992073
0.012526096,0.03131524,0.040361865,0.057759221,0.14335421,0.102992345,7.399129642,72.87701302,0.351681957,0.592901879,misc,13990,5,1430,http://en.wikipedia.org/wiki/Communication,0.506790232,700,vl,False,2.042857143,0.193828494,0.124334925
0.015248339,0.036064537,0.014995255,0.033596963,0.119645682,0.125466624,8.249834749,86.81926223,0.681957187,0.599367289,stem,17020,7,15805,http://en.wikipedia.org/wiki/Time,0.279092798,5000,vit,False,3.161,0.0,0.06762859
0.014301583,0.038322688,0.017772841,0.026381561,0.140794224,0.136073313,8.284751655,85.08960003,0.599388379,0.60011108,,17030,3,7202,http://en.wikipedia.org/wiki/Experiment,0.250127315,2400,vit,False,3.000833333,0.0,0.057954253
0.013359351,0.038276794,0.016961873,0.044881417,0.116331432,0.12188532,8.339967196,88.79343314,0.642201835,0.630741519,,14190,10,6466,http://en.wikipedia.org/wiki/Nitrogen,0.138932773,2940,vl,False,2.199319728,0.278311535,0.074718787
0.012682188,0.051959114,0.020253644,0.048362673,0.114991482,0.136948703,8.071944019,88.37911317,0.639143731,0.64631838,stem,14410,3,10273,http://en.wikipedia.org/wiki/Time,0.278644509,4340,vl,False,2.367050691,0.291946436,0.009523068
0.019081694,0.041383423,0.023136553,0.041025641,0.119379845,0.129159213,8.089338695,83.60207811,0.614678899,0.624209899,,13790,6,8174,http://en.wikipedia.org/wiki/Time,0.330756084,2930,vl,False,2.789761092,0.043827709,0.064888799
0.011385199,0.038492817,0.019517484,0.048522635,0.110870155,0.147465438,7.860629022,82.24554021,0.501529052,0.629981025,stem,14500,7,3607,http://en.wikipedia.org/wiki/Time,0.369422724,1410,vl,False,2.558156028,0.229908219,0.026329901
0.012124502,0.030039812,0.013391241,0.044878755,0.090119435,0.153727832,8.129316097,87.50860894,0.654434251,0.624049946,,15070,7,10716,http://en.wikipedia.org/wiki/Probability,0.280346912,5120,vl,False,2.09296875,0.0,0.022380223
0.016236867,0.053486151,0.030563515,0.043935053,0.112702961,0.124164279,7.538269633,86.46931616,0.363914373,0.600286533,,14770,11,2073,http://en.wikipedia.org/wiki/Machine_translation,0.351989199,1430,vl,,1.44965035,0.0,0.043688375
0.021813224,0.039536469,0.018064076,0.045330607,0.114178596,0.122017723,7.875692508,88.77516195,0.516819572,0.647920927,stem,15140,8,2864,http://en.wikipedia.org/wiki/Belief,0.316161476,1220,vl,False,2.347540984,0.0,0.049713719
0.024548483,0.042083114,0.028932141,0.046116079,0.117131334,0.126775381,8.096504399,82.48416667,0.571865443,0.619673856,stem,14430,12,5616,http://en.wikipedia.org/wiki/Premotor_cortex,0.298415249,2310,vl,False,2.431168831,0.24272878,0.067732066
0.01986755,0.037842952,0.012298959,0.052980133,0.088930937,0.199621571,6.665771895,109.8925072,0.321100917,0.747398297,misc,14300,6,1038,http://en.wikipedia.org/wiki/Nation_state,0.155434403,1490,vl,,0.696644295,0.723897961,0.032289738
0.016564834,0.046571623,0.01167685,0.04059742,0.146639511,0.124100475,8.177866796,83.00703112,0.587155963,0.61928038,stem|misc,13940,6,7164,http://en.wikipedia.org/wiki/Engineering,0.380192499,2550,vl,False,2.809411765,0.12816981,0.039830409
0.006877149,0.043451079,0.01219131,0.032822757,0.118787121,0.124413879,7.98166278,84.41245871,0.52293578,0.594873398,,13980,4,3107,http://en.wikipedia.org/wiki/Object-oriented_programming,0.201680344,1050,vl,False,2.959047619,0.153296757,0.099032428
0.010869565,0.046956522,0.03,0.036956522,0.128695652,0.090434783,7.461749551,81.97283217,0.406727829,0.62,stem,14500,12,2288,http://en.wikipedia.org/wiki/Image_segmentation,0.391174454,970,vl,False,2.358762887,0.208399159,0.093398454
0.02147584,0.036833562,0.00811587,0.054563616,0.110375827,0.136846048,7.812653396,90.47497859,0.556574924,0.625421401,,16510,2,7842,http://en.wikipedia.org/wiki/Complex_number,0.236307813,3790,vl,False,2.069129288,0.007419728,0.049589639
0.017042606,0.039097744,0.010776942,0.036842105,0.106766917,0.135087719,8.006914427,86.7583436,0.525993884,0.623558897,stem,15850,10,3915,http://en.wikipedia.org/wiki/Scientific_method,0.304163083,1620,vl,False,2.416666667,0.0,0.063330724
0.012625612,0.036588508,0.027827879,0.043803143,0.120329812,0.091986601,7.959655444,75.45654596,0.498470948,0.57614017,,15920,7,3833,http://en.wikipedia.org/wiki/Automatic_summarization,0.491279973,1490,vl,False,2.572483221,0.034538938,0.101656567
